"","id","chall_neg","chall_pos","crit_neg","crit_pos","challange_d","crit_d","Challengescenario.1","gender.1","age.1","IQMS_M","CRMS_M","CHMS_M","FMS_M","FSC_M","CrSC_M"
"1","00e474cd-f622-4dd8-9a11-82970747b4f2",4.77096138913116,5.16348064420029,4.9087598242721,5.5185090589815,-0.392519255069127,-0.609749234709398,2,2,"19",6,4.5,4,5,4.5,4
"2","0af09e98-c543-4e11-9b76-6cae67a51d64",3.92331926063667,4.32236224106423,4.21270929802973,4.59619254472248,-0.399042980427565,-0.383483246692749,2,2,"25",3.5,4.25,4.5,1.5,2.5,3.5
"3","0b2d841e-70a4-4e5b-a17d-1eebde9a1ab5",5.4392539365831,6.23848500607088,5.91765927566912,5.54817400436978,-0.799231069487781,0.369485271299342,2,1,"18",5,4,4.75,4,2.5,3
"4","0c34b246-fc4b-4845-8f49-e87417d8025f",4.94040918862641,5.20718852425119,5.13888068810517,5.56506408161057,-0.266779335624779,-0.426183393505399,2,1,"21",5,2.5,4.5,2.5,3.5,3
"5","0dfd233a-7db0-4e14-90f5-4a4ad431c62e",4.33981108714621,4.54187656978415,4.43822422119607,4.36035594383154,-0.20206548263794,0.0778682773645274,2,1,"18",5,5,4.75,4.25,4.5,4
"6","14feff9d-4566-4b3b-bfc4-48478b10e26c",3.8782192031522,4.5286961515986,4.15163238749328,4.06559462114778,-0.650476948446399,0.0860377663454992,2,1,"22",5,4.5,4.25,3.25,3.5,3.5
"7","156f7a6c-e8f2-4af6-87b4-d2a0f52cc235",5.21046329647822,4.91274799449803,5.1562415745629,4.92764792100739,0.297715301980196,0.228593653555505,1,2,"20",5.5,4,4.75,4.25,4.5,3.5
"8","19ecc6e7-c4fd-4a28-bbfe-631e83a5fa57",4.13430715057509,4.07376056579569,3.95177036716611,4.71993862219021,0.0605465847793942,-0.768168255024096,2,2,"18",3,4.5,4.75,4,2,4
"9","1ad5a282-f329-4c5e-beac-4b977086125a",4.35143216264001,4.17510374082662,4.16847959617888,4.01168641867965,0.176328421813394,0.156793177499233,1,1,"18",6,4.25,4,4.25,3.5,4.5
"10","1ce93142-8703-4f0c-a0ff-4620a77aed5d",3.5785431347432,4.15975155840286,4.27565008709597,3.99677977266034,-0.58120842365966,0.278870314435628,2,1,"20",5.5,5.75,5.5,5.25,4.5,4.5
"11","1de87059-7c0e-443c-9708-be1707f11bb5",4.027926611609,4.11651586243974,3.67593885569196,3.9319205862901,-0.0885892508307435,-0.255981730598137,2,2,"20",4,4,4,3.25,3,3
"12","21daf5e1-5b85-49c3-93a6-1df57a2821e5",5.30505177550757,5.52783381410721,5.43295323934866,5.10101132260343,-0.222782038599634,0.331941916745227,1,1,"20",4.5,4.75,5,4,4,4
"13","23e6f134-f01b-446c-9017-6ccf2ade89d7",4.56229998236098,4.02278358087564,4.25557184183396,4.0840333643434,0.539516401485346,0.171538477490556,2,1,"19",3.5,4.25,4.5,3.25,2.5,3
"14","268e47b1-6a91-4056-ad03-ea72eac5534d",4.97999721977731,5.56712716118085,5.1796345574981,5.29001793619822,-0.587129941403533,-0.110383378700112,1,1,"22",5.5,5.25,5.75,5.25,3.5,4.5
"15","27546bd7-e72d-4486-b4de-d0f13d0c1201",4.59174328905837,4.83573346766722,4.79404390213611,4.61888176823055,-0.243990178608848,0.175162133905569,1,2,"19",4,3.25,4.5,2.5,3.5,2.5
"16","278cc728-7a12-42f3-9f69-c2128b5b16f9",3.89982856295373,3.66654946826746,3.71121065292872,3.26110179803864,0.233279094686267,0.450108854890082,1,1,"20",4.5,4.5,4,3.75,4,3.5
"17","2a54765b-9628-482a-be88-fa0f19bb7294",5.17194226531658,4.59740812409834,4.32569047611801,4.54070380624915,0.574534141218235,-0.215013330131138,2,2,"20",5,5,5,4.75,3.5,2
"18","33051c35-0ca7-45c1-b33a-4e05aae0d4d1",6.2009533400533,6.203513436692,6.25842633523581,5.98462555290794,-0.00256009663869783,0.273800782327879,2,1,"19",3.5,4,4.5,3.25,3.5,3
"19","36335c7f-6492-486b-95d0-65930755c6da",4.18946528567559,3.7637644218999,3.9766865254262,3.83679054405908,0.425700863775692,0.139895981367125,1,1,"20",4,5.25,4.25,3.75,4,4
"20","375c73b7-bfbd-41c5-b8db-ed82e9389ab5",4.40784122896389,4.00860291980284,4.28906927283616,4.12849791378105,0.399238309161048,0.160571359055114,1,1,"18",5.5,4.5,4.5,3.25,4.5,2
"21","3bbf78e5-97b9-4809-8177-1f10056f0d76",4.19417036555354,4.49703211960874,4.28532022011436,4.48895396954138,-0.302861754055205,-0.203633749427024,2,2,"19",4,3.75,3.25,2.75,3.5,3
"22","3ca41974-5ad5-4dde-8396-15dd827519bf",4.12925592780627,4.03164147916131,4.0010490853913,3.88458779063083,0.097614448644963,0.11646129476047,2,1,"20",3,1,5,1.5,1.5,1.5
"23","466758d0-47e2-4edf-8f7f-e2e45700829d",4.5488823688498,4.26726861040262,4.22908991793546,4.39403720144165,0.281613758447176,-0.164947283506184,2,1,"18",6,4,4,3.75,4,3
"24","4e42ce45-42e9-416d-bcde-3108859a7e7e",4.01763646433498,4.60423509958766,3.94336729930077,4.39525986076693,-0.586598635252678,-0.451892561466158,2,1,"23",5,4.5,5,4.75,4,4
"25","545baab4-cd1c-4d94-9c6c-ff676c109f0f",5.47857406989372,5.45465963252662,4.66608976569604,5.31670511748482,0.0239144373670968,-0.65061535178878,2,1,"21",5,3.5,5.75,3.75,3,2.5
"26","5ee395b6-6d93-48b2-8385-f3c0d25459e8",4.85055963071482,5.45388150337505,5.41000313691894,5.00779291369266,-0.603321872660234,0.402210223226281,2,1,"24",3.5,3,4.5,1.75,2,3
"27","616513e1-7e0a-4f7c-b1fa-074408e16389",4.48310406960594,4.87909313397083,3.99799058281085,4.4175442246185,-0.395989064364892,-0.419553641807648,2,1,"20",4,4.75,5,3.75,3,3.5
"28","679d95a5-6cf6-4dbc-93bb-b3387df9236d",4.39434631552572,4.35787320794949,3.92662854559896,4.32551056170327,0.0364731075762341,-0.398882016104317,1,1,"36",3,3,4,3,3,3.5
"29","6e33608e-aea5-4ee9-81a5-65c0d977c3c4",4.19750023942344,4.17044922863922,4.07490427720172,4.18535542180962,0.0270510107842217,-0.110451144607899,2,1,"19",4,4.25,4.25,3.5,3,4
"30","6e90368c-3687-4158-bf13-f42552e4ae30",4.41393457342366,4.69504207045793,4.81603470026225,4.52435152323629,-0.281107497034276,0.291683177025965,2,2,"19",4,5,6,3.75,4.5,5
"31","78748940-01da-4544-aad6-15bf4fa6b4a6",4.23004430979696,4.19550680083301,4.18041940729247,4.08672889594489,0.034537508963953,0.0936905113475781,2,2,"22",4,4.25,4.75,4.25,4,3
"32","7973a8f2-6fb4-4eeb-8db0-27ed8bba6f9b",6.3548877411926,6.22398109923542,6.46797941219622,6.13570498761823,0.130906641957183,0.332274424577993,2,1,"19",4,4,4.5,3.5,3.5,3.5
"33","7cd5cc9d-70d9-4784-a65d-ec92bfdf9246",4.93111578851293,4.62223669726523,4.39050533208462,4.22505768904336,0.308879091247696,0.165447643041255,2,1,"20",5.5,4,4.5,4,3.5,3
"34","820a5231-89ef-4d10-b0ad-73be0d1f10a6",4.50796292919042,4.58734171625964,3.98381943620574,3.91983840588942,-0.0793787870692215,0.0639810303163215,2,1,"19",6,5,5.5,4.5,4,3.5
"35","843097e9-3bfc-431e-aa32-8d79e2ff4dde",6.27071132411502,5.33554183255932,5.46951644137196,5.23699277917036,0.935169491555704,0.232523662201602,2,2,"20",5,4.5,3.75,3,3.5,3.5
"36","89331fec-7d40-4951-8cfc-bfcbe438b92c",4.36503827933397,4.17681739686937,3.30561363337279,4.122622641464,0.188220882464599,-0.817009008091208,1,2,"19",6,3.25,3.75,3,2.5,2.5
"37","8b0b0ca2-9f1c-4480-8365-403746845714",4.36294833807681,4.01341775081484,4.19765685975881,4.33210002317025,0.349530587261962,-0.13444316341144,1,1,"37",3.5,1.75,1.5,2.25,1,1
"38","8d66b04b-0d6d-4f95-a7e7-2752614c2e81",5.32967161719558,4.99476056257069,5.43926213837847,5.62592930788502,0.334911054624887,-0.186667169506549,2,1,"21",5,4.5,5.75,5.5,4.5,3.5
"39","8e3715bb-2d6f-435d-81c5-8b6fccdff6cf",6.52467021098539,6.25983537109211,6.04648103985977,6.1396664558026,0.264834839893283,-0.0931854159428251,2,1,"20 ̩v",3.5,4.5,4.5,3.5,3,4
"40","8fa04c94-20d7-498a-9dcb-616dc83825bd",4.94341413387604,4.66939650242767,5.21763185730588,5.12323444021176,0.274017631448373,0.0943974170941146,1,1,"20",4,5.5,4,3.75,4.5,4
"41","9091c1d9-344f-4ded-87e8-ede9bd5a959c",5.60787535618663,5.47096249705358,5.46116648963104,5.11021465594562,0.136912859133054,0.350951833685425,2,1,"19",3,3.75,4.5,4,4,3.5
"42","929e9395-c62a-4431-82d7-973f0ddad91e",6.09709638136305,5.53190853559969,6.32653885725275,5.73922825882109,0.565187845763353,0.587310598431651,2,2,"22",6,6,5.5,5.75,5,4.5
"43","96938384-b752-454e-b2de-b28ed62cf93e",4.75637602475622,4.38110735527091,4.13852051517949,4.4175904480408,0.375268669485309,-0.279069932861307,2,2,"22",5,4.25,4,4.25,3.5,3.5
"44","9ec52d7d-76f5-4ba1-bf21-4ddd273ca95f",5.31647857183636,5.06778261170743,4.69214537928139,4.71425707983172,0.248695960128924,-0.0221117005503313,2,2,"20",5,5.25,5,2.5,3.5,4.5
"45","9f34c682-94be-41de-9717-76c0606e355f",4.6913881234725,4.536000541771,4.99561418314954,4.74238290399276,0.155387581701497,0.253231279156786,1,1,"19",6,2.75,3.5,2.75,5,5
"46","a156ad33-7cb4-4f8b-ae9e-662d8161daca",4.74646121472648,4.80646482647787,4.62530898818255,4.54781634146855,-0.0600036117513909,0.0774926467140027,2,1,"19",6,5.75,5.75,4.75,4,3.5
"47","a3bbd059-a0a3-4b50-946c-1296cc1d82a1",5.61322807161587,5.74127841126097,5.88831832225645,6.11580501545877,-0.128050339645098,-0.227486693202326,2,1,"20",6,5.25,5.5,3.75,4,4
"48","a796c768-1bdf-4cb3-a47e-0985f50c2463",6.27997889610793,6.78168085299818,6.64474725443822,6.72535133432356,-0.501701956890249,-0.0806040798853349,1,1,"19",6,5,5.25,4.5,5,4.5
"49","ae11fc59-6101-445d-acbb-90b671fe90c4",4.439351739583,3.70071853078542,4.14139264883722,3.66098930336096,0.738633208797581,0.48040334547626,2,2,"21",1,6,6,5,2.5,4.5
"50","ae568eb0-890a-4a3c-8a2d-53ba2c85ebd4",4.31581555845634,4.38984605948145,3.67750429149068,3.5294850594235,-0.0740305010251081,0.148019232067176,2,1,"20",4,4.25,4.75,4,3.5,3
"51","b183f44f-f3c5-4bf7-9961-050c3776e613",4.62504339220784,4.37883753530228,4.97434326337733,4.92439762166781,0.246205856905556,0.0499456417095203,1,1,"20",6,3,4,2.5,3.5,2
"52","b51432b6-3e72-4a78-a18a-956c8714a26d",4.80512028406729,4.52571255931901,4.69996391501012,4.39420154959774,0.279407724748278,0.30576236541238,2,1,"19",6,5.25,4.75,3.75,3.5,4
"53","b7dd06f3-538c-4dd0-9260-e546bb31159a",6.60651944231438,6.59652374266885,6.13459921453024,6.40154890142988,0.00999569964553082,-0.266949686899642,1,1,"20",4,3.5,3.5,3.5,3,4
"54","b7e0849d-1d22-4c22-89c3-24b5edbb0dbd",4.64512479850049,4.98503316852215,4.48159281085208,4.70783590182589,-0.339908370021661,-0.226243090973809,2,2,"19",5,4,4.5,3.75,4,3.5
"55","ba2aed74-6dca-4eed-9b10-128e098e1b50",4.20348658937199,4.04647810769321,4.05615867732884,4.35410509833656,0.157008481678781,-0.297946421007715,2,1,"21",6,3,3.75,2.5,2.5,2
"56","bc43b6e8-6092-4d66-b9ca-ab918f606b44",4.91624363584222,4.9076389365366,5.15176767601043,4.50293088290938,0.00860469930562591,0.648836793101053,2,1,"21",3.5,4.5,4.25,3.5,2,2.5
"57","c43fc71c-89b2-4f3a-acfc-45c91bd6faac",4.16079782331764,4.10342071285181,3.76808612333945,4.02634543608938,0.0573771104658301,-0.258259312749931,2,1,"23",4.5,4,3,3.75,3,3
"58","c6d9b62c-f521-4423-b146-1d5ab04555c6",5.48640136924459,5.68992968180278,5.8048272960973,5.68757600993805,-0.203528312558184,0.117251286159254,1,1,"19",6,3.5,4.75,2.75,2.5,2.5
"59","c6daa881-a26c-412a-b85f-ec0eafb35bc6",4.92264261355991,5.17154918049353,4.8666687202484,4.71764776249695,-0.248906566933624,0.149020957751446,2,1,"20",5,4.5,5.25,4,2.5,3.5
"60","caeb637b-caa7-462d-a139-839f50f5d9f3",3.94948971487452,4.09277309529997,4.03012876251304,4.13644396422024,-0.143283380425446,-0.106315201707206,1,1,"19",4,3,4.25,2.75,3,4
"61","cb10e809-ec8d-4e1b-933f-78e8cf74b75d",4.70922891200581,4.02976102654797,3.92855115820257,3.90314332193822,0.679467885457842,0.0254078362643533,1,1,"20",3,5.5,6,4.25,3.5,3
"62","ce55ab4e-094d-4bbd-8b55-49cd52d6a1a8",5.04323214276046,4.79775379441794,5.06611667217539,4.87388662509003,0.245478348342524,0.192230047085356,2,1,"18",5,4,5,3.25,3.5,4
"63","d0a4a656-873a-4ab0-853a-18e687b2708d",6.19226652638648,6.12236135648318,5.45741393081622,5.77014949551227,0.0699051699032989,-0.312735564696048,2,1,"20",6,5,5.5,4.5,5,4
"64","d0cada9e-d1b7-4305-a278-e6e2bd365f43",5.56490587403235,4.91873061738796,4.96652889832995,4.92151585556315,0.646175256644398,0.0450130427668025,2,1,"20",4.5,4.5,5,4.25,3,4
"65","d0d8f844-32d5-484b-b5e0-d717c171e127",5.0788951474984,5.37268863296843,4.89716297789861,4.32220687623796,-0.293793485470029,0.574956101660652,2,1,"20",5,4.5,4.75,4.5,3.5,4
"66","d1a11694-50ef-4845-9172-5f9297c74cc9",4.50361067089114,4.62684160227607,4.33962907481302,4.21987736462924,-0.123230931384932,0.119751710183787,2,1,"27",5,6,6,3.75,3,4
"67","d40f3d5e-864d-4f74-99f5-4f0723c735ae",4.57830990005163,4.62657422209845,4.38500531388632,4.45478882378057,-0.0482643220468173,-0.069783509894247,1,1,"21",6,2.5,3.5,2.5,2.5,2
"68","d4537a8f-7f6b-4072-a79d-6ff838e38b6d",6.13024173414224,5.57669550136285,6.36061811828387,6.45691673195276,0.553546232779392,-0.0962986136688837,1,3,"19",5.5,4,5.25,3.75,4,4
"69","d5b99018-1963-43aa-afd5-ad538d309653",5.78632647905252,5.54266745075349,5.32103967062726,5.37819643227808,0.243659028299024,-0.0571567616508268,1,2,"23",2,5,4.5,5,4.5,4.5
"70","d8212eaa-cd09-4e53-9c9c-c19f4d27ed45",3.85846275500719,4.29937458199838,3.8278816150257,3.38820782383862,-0.440911826991196,0.439673791187085,1,1,"19",4,4.75,4.75,4.5,3,3.5
"71","da276d55-401f-4167-b0c7-ffc3ac307f2e",6.68328994483972,6.51584889396686,6.89532742375133,6.07130210395715,0.167441050872863,0.824025319794187,2,2,"20",5,4.75,4.25,4,4,3.5
"72","de6cd825-0b92-4c4a-9802-2b0efdd6949a",5.29346264299506,4.39977088927278,4.53889506669685,4.94190558783461,0.893691753722282,-0.403010521137759,2,1,"20",4,3.5,5.25,4,2,2.5
"73","ecb9d680-a5ef-45bb-a5d2-dd3e7d5f2c1c",4.87735220865631,4.10588226382672,4.15595837641667,4.1577841647264,0.771469944829584,-0.00182578830973057,2,1,"20",3,4,4.75,3,3.5,3
"74","efab976f-aeca-4a2c-bf9f-ea00cdafa7a3",4.59221744057005,5.16196985616944,4.36561201407798,4.32610147533622,-0.569752415599392,0.039510538741756,2,1,"21",5,4.75,5,4.75,3.5,4
"75","f0e693dd-dbca-468b-a06b-302f5869e6df",3.85826636186454,4.31196504116249,3.96952077113851,3.9160883036748,-0.453698679297945,0.0534324674637143,2,1,"18",6,4.75,5,3.5,4,4
"76","f7fe0776-8f93-4f13-af8f-7905b677dbd3",5.31440963956851,4.78816654644647,4.45586476719782,4.55638865966645,0.526243093122038,-0.100523892468637,1,1,"19",3.5,3.5,3,3,2,4
"77","fb54c600-8ead-447b-93b3-c2c6d068ca75",3.96535529778809,3.88743784749389,3.55760762451838,3.44483443116953,0.0779174502941937,0.112773193348843,1,1,"19",4,2.75,2.75,2.25,2.5,2.5
"78","fddf0bba-807c-4d3e-b86c-80d0822da6fb",5.68278699280383,5.383838477233,5.25629376754508,5.25756114948417,0.298948515570832,-0.00126738193908515,2,1,"20",5,4.25,4.25,4,4,3.5
